"Collecteur","N°Famille","Famille","N°Genre","N°Espèce","Genre","Espèce","date récolte","Auteur","N° scan","Subsp.","Nb spécimens","Partie conservée","Intégrité","Etat","Dpt","Nom Dpt","Commune","Lieu dit","Lieu récolte","Habitat","remarques","remarques perso","Nom latin"
"Diard",127,"Cyperaceae",1,1417,"Carex","echinata","26/06/1870","Murr.","1417_DIARD",,"≥3","plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,"Carex stellulata",,"Carex echinata Murr."
"Diard",127,"Cyperaceae",1,1418,"Carex","remota","17/06/1866","L.","1418_DIARD",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Pont du Cens","Pont du Cens",,,,"Carex remota L."
"Diard",127,"Cyperaceae",1,1419,"Carex","curta","13/06/1869","Good.","1419_(1)_DIARD",,10,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,"Carex canescens",,"Carex curta Good."
"Diard",127,"Cyperaceae",1,1419,"Carex","curta","26/06/1870","Good.","1419_(2)_DIARD",,6,"tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,"Carex canescens",,"Carex curta Good."
"Diard",127,"Cyperaceae",1,1420,"Carex","ovalis","05/07/1868","Good.","1420_DIARD",,7,"plante entière + partie aérienne + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,"Carex leporina",,"Carex ovalis Good."
"Figureau",127,"Cyperaceae",1,1420,"Carex","ovalis",02/06/1981,"Good.","1420_(1)_FIGUREAU",,4,"tige + inflorescence","complet","TB",85,"Vendée","Fontenay-le-Comte","Mervent","Forêt de Mervent (85) Pierre Brune","Clairière humide",,"les spécimens sont fragmentés en 5 parties","Carex ovalis Good."
"Figureau",127,"Cyperaceae",1,1420,"Carex","ovalis",14/06/1981,"Good.","1420_(2)_FIGUREAU",,3,"plante entière","complet","TB",49,"Maine-et-Loire","Montsoreau",,"Montsoreau (49) La Butte","Lieux humides, Dune continentales calc.",,"les spécimens sont fragmentés en 7 parties","Carex ovalis Good."
"Diard",127,"Cyperaceae",1,"1374_bis","Carex","trinervis","03/06/1873","Degl.","1374_bis_DIARD",,1,"plante entière","complet","B",17,"Charente-Maritime","La Tremblade",,"La Tremblade",,"Mr Lloyd",,"Carex trinervis Degl."
"Diard",127,"Cyperaceae",1,"1399_bis","Carex","hirtiformis","27/06/1869","Pers.","1399_bis_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Basse-Mer","La-Pierre-Percée","Pierre Percée",,"Carex hirta var hirtaeformis","les spécimens sont fragmentés en 3 parties","Carex hirtiformis Pers."
"Diard",127,"Cyperaceae",1,,"Carex","sp.","s.d.",,"XX_0067_DIARD",,1,"plante entière sans infrutescence","complet","B",,,,,,,"plante non retrouvée dans la flore",,"Carex isolepis"
"Diard",127,"Cyperaceae",1,,"Carex","boenninghauseniana","23/05/1880","Weihe","XX_0068_DIARD",,11,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","Sautron",,"Sautron",,"plante non retrouvée dans la flore",,"Carex boenninghauseniana Weihe"
"Diard",127,"Cyperaceae",2,1421,"Scirpus","fluitans","13/06/1869","L.","1421_DIARD",,"≥16","plante entière sans infrutescence","complet","B",44,"Loire Atlantique",,,"Bords de l'Erdre",,,,"Scirpus fluitans L."
"Diard",127,"Cyperaceae",2,1422,"Scirpus","cæspitosus","14/06/1875","L.","1422_DIARD",,4,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","Marais de la Seilleraie",,,,"Scirpus cæspitosus L."
"Diard",127,"Cyperaceae",2,1424,"Scirpus","acicularis","05/07/1868","L.","1424_DIARD",,2,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,,"Scirpus acicularis L."
"Diard",127,"Cyperaceae",2,1426,"Scirpus","pauciflorus","01/08/1872","Lightf.","1426_DIARD",,14,"plante entière","complet","B",44,"Loire-Atlantique","Bouaye","L'Etier","Bords du Lac de Grand-lieu près le Village de l'Etier",,,,"Scirpus pauciflorus Lightf."
"Diard",127,"Cyperaceae",2,1428,"Scirpus","multicaulis","17/07/1870","Smith","1428_(2)_DIARD",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St Aignan-Grandlieu",,"Lac de Grand-lieu près de St Aignan",,,,"Scirpus multicaulis Smith"
"Diard",127,"Cyperaceae",2,1428,"Scirpus","multicaulis","02/06/1869","Smith","1428_(1)_DIARD",,2,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Missillac","La Matinaie","La Matinaie",,,,"Scirpus multicaulis Smith"
"Diard",127,"Cyperaceae",2,1429,"Scirpus","palustris","05/07/1868","L.","1429_DIARD",,2,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,"les spécimens sont fragmentés en 4 parties","Scirpus palustris L."
"Diard",127,"Cyperaceae",2,1430,"Scirpus","uniglumis","02/06/1873","Link.","1430_DIARD",,4,"plante entière + inflorescence","complet","B",44,"Loire Atlantique","Thouaré-sur-Loire",,"Bords de la Loire entre Thouaré et Mauves",,,,"Scirpus uniglumis Link."
"Diard",127,"Cyperaceae",2,1431,"Scirpus","maritimus","21/05/1866","L.","1431_DIARD",,2,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique","Paimbœuf",,"Paimbœuf",,,,"Scirpus maritimus L."
"Diard",127,"Cyperaceae",2,1432,"Scirpus","sylvaticus","07/05/1871","L.","1432_DIARD",,2,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Sautron",,"Sautron",,,,"Scirpus sylvaticus L."
"Diard",127,"Cyperaceae",2,1433,"Scirpus","michelianus","03/08/1870","L.","1433_DIARD",,9,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nantes",,"Quai Magellan, Nantes",,,,"Scirpus michelianus L."
"Figureau",127,"Cyperaceae",2,1433,"Scirpus","michelianus",12/10/1976,"L.","1433_FIGUREAU",,5,"plante entière + inflorescence","complet","B",49,"Maine et Loire","Chalonnes-sur-Loire",,"Chalonnes","Sables humides de la Loire",,,"Scirpus michelianus L."
"Diard",127,"Cyperaceae",2,1434,"Scripus","cetaceus","02/06/1869","L.","1434_DIARD",,3,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Missillac",,"Missillac",,,,"Scripus cetaceus L."
"Diard",127,"Cyperaceae",2,1435,"Scirpus","cernuus","21/07/1872","Vahl","1435_DIARD",,"≥4","plante entière","complet","B",44,"Loire-Atlantique","La Baule-Escoublac","Escoublac","Marais d'Escoublae",,"Scirpus savii",,"Scirpus cernuus Vahl"
"Diard",127,"Cyperaceae",2,1436,"Scirpus","holoschoenus","31/05/1874","L.","1436_(1)_DIARD",,2,"plante entière + inflorescence","complet","B",85,"Vendée","Beauvoir-sur-Mer","La Barre-de-Monts","La Barre de Mont",,,,"Scirpus Holoschœnus L."
"Diard",127,"Cyperaceae",2,1436,"Scirpus","holoschoenus","02/06/1874","L.","1436_(2)_DIARD",,1,"plante entière + infrutescence","complet","B",85,"Vendée","Noirmoutier en l'Ile (Ile de Noirmoutier)","Anse de la Clère","Anse de la Claire à Noirmoutier",,,,"Scirpus Holoschœnus L."
"Diard",127,"Cyperaceae",2,1436,"Scirpus","holoschoenus","13/07/1879","L.","1436_(3)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","La Turballe","Pen Bron","Pen bron",,,,"Scirpus Holoschœnus L."
"Diard",127,"Cyperaceae",2,1437,"Scirpus","lacustris","05/07/1868","L.","1437_DIARD",,2,"tige + inflorescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Scirpus lacustris L."
"Diard",127,"Cyperaceae",2,1438,"Scirpus","tabernæmontani","28/06/1868","C.C. Gmel.","1438_DIARD",,3,"tige + inflorescence","complet","B",44,"Loire-Atlantique","La Baule-Escoublac","Escoublac","Dunes d'Escoublae",,,,"Scirpus tabernæmontani C.C."
"Diard",127,"Cyperaceae",2,1440,"Scirpus","americanus","28/06/1868","Pers.","1440_(1)_DIARD",,3,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","La Baule-Escoublac","Escoublac","Dunes d'Escoublae",,"Scirpus rothii",,"Scirpus americanus Pers."
"Diard",127,"Cyperaceae",2,1440,"Scirpus","americanus","22/07/1875","Pers.","1440_(2)_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St-Père-en-Retz","Boivre (rivière)","Marais de Boivre",,"Scirpus rothii",,"Scirpus americanus Pers."
"Diard",127,"Cyperaceae",2,,"Schoenoplectus","carinatus","26/06/1873","(Sm.) Palla","XX_0069_DIARD",,2,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Donges",,"Donges",,,"non trouvée dans la flore","Scirpus duvalii Hoppe"
"Diard",127,"Cyperaceae",3,1441,"Cyperus","fuscus","23/08/1868","L.","1441_DIARD_1 ; 1441_DIARD_2",,4,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,,"Cyperus fuscus L."
"Des_Abbayes",127,"Cyperaceae",3,1441,"Cyperus","fuscus",25/09/1957,"L.","1441_DES_ABBAYES",,1,"plante entière sans infrutescence","complet","B",44,"Loire Atlantique","Thouaré-sur-Loire",,"Bords de la Loire, Pont de Thouaré",,"Donné par Monsieur des Abbayes au Jardin Botanique le 25/9/57",,"Cyperus fuscus L."
"Figureau",127,"Cyperaceae",3,1441,"Cyperus","fuscus",12/10/1976,"L.","1441_FIGUREAU",,4,"plante entière + infrutescence","complet","B",49,"Maine et Loire",,,"Boire de Drain (49)","Sables après le retrait des eaux",,,"Cyperus fuscus L."
"Diard",127,"Cyperaceae",3,1442,"Cyperus","flavescens","23/08/1868","L.","1442_DIARD",,2,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,,"Cyperus flavescens L."
"Diard",127,"Cyperaceae",3,1443,"Cyperus","longus","26/07/1868","L.","1443_(1)_DIARD",,1,"tige + inflorescence","complet","B",44,"Loire-Atlantique","Pornic",,"Pornic",,,,"Cyperus longus L."
"Diard",127,"Cyperaceae",3,1443,"Cyperus","longus",1869,"L.","1443_(2)_DIARD",,1,"tige + inflorescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Cyperus longus L."
"Diard",127,"Cyperaceae",4,1445,"Eriophorum","vaginatum","17/04/1870","L.","1445_DIARD",,4,"plante entière + inflorescence","incomplet;débris","B",44,"Loire-Atlantique","Sucé-sur-Erdre","Logné","Marais de Loigné",,,,"Eriophorum vaginatum L."
"Panstwowy",127,"Cyperaceae",4,1445,"Eriophorum","vaginatum",01/09/1932,"L.","1445_PANSTWOWY",,1,"plante entière + inflorescence + infrutescence","incomplet","B","PL",,,,"Breskut","alt. 1380 m.","Państwowy Instytut Naukowy","le spécimen est en 2 parties","Eriophorum vaginatum L."
"Diard",127,"Cyperaceae",4,1446,"Eriophorum","latifolium","14/06/1870","Hoppe","1446_(1)_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,,,"Eriophorum latifolium Hoppe"
"Diard",127,"Cyperaceae",4,1446,"Eriophorum","latifolium","23/05/1875","Hoppe","1446_(2)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","La Sopinière",,,,"Eriophorum latifolium Hoppe"
"Diard",127,"Cyperaceae",4,1447,"Eriophorum","gracile","26/06/1870","Roth","1447_DIARD",,6,"plante entière + partie aérienne + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,,,"Eriophorum gracile Roth"
"Diard",127,"Cyperaceae",4,1448,"Eriophorum","angustifolium","05/06/1865","Honck.","1448_(1)_DIARD",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre","Marais de la Verrière","Baie de la Verrière",,,,"Eriophorum angustifolium Honck."
"Diard",127,"Cyperaceae",4,1448,"Eriophorum","angustifolium","26/06/1870","Honck.","1448_(2)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Eriophorum angustifolium Honck."
"Diard",127,"Cyperaceae",5,1449,"Schœnus","nigricans","20/06/1869","L.","1449_DIARD",,3,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz","La Matinaie","Arthon la Matinaie",,,,"Schœnus nigricans L."
"Figureau",127,"Cyperaceae",5,1449,"Schœnus","nigricans",06/10/1996,"L.","1449_FIGUREAU",,3,"plante entière + infrutescence","complet","B",85,"Vendée","Les Sables-d'Olonne","L'Aubraie","L'Aubraie en forêt d'Olonne (85)","Dépression humide des dunes",,,"Schœnus nigricans L."
"Diard",127,"Cyperaceae",6,1450,"Rhynchospora","alba","05/08/1869","(L.) Vahl","1450_DIARD_1 ; 1450_DIARD_2",,11,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre","Logné","Marais de Loigné",,,,"Rhynchospora alba (L.) Vahl"
"Diard",127,"Cyperaceae",6,1451,"Rhynchospora","fusca","14/06/1870","(L.) Ait.f.","1451_DIARD_1 ; 1451_DIARD_2 ; 1451_DIARD_3",,28,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,,,"Rhynchospora fusca (L.) Ait.f."
"Diard",127,"Cyperaceae",7,1452,"Cladium","mariscus","20/06/1869","(L.) Pohl.","1452_(1)_DIARD",,2,"tige + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Bergon, Arthon",,"noté : 2 - 20 juin 1869",,"Cladium mariscus (L.) Pohl."
"Diard",127,"Cyperaceae",7,1452,"Cladium","mariscus","12/07/1874","(L.) Pohl.","1452_(2)_DIARD",,1,"tige + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre","Logné","Marais de Loigné",,,,"Cladium mariscus (L.) Pohl."
"Diard",128,"Poaceae",1,1453,"Melica","uniflora","13/06/1869","Retz.","1453_DIARD",,6,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,,"Melica uniflora Retz."
"Diard",128,"Poaceae",1,1454,"Melica","ciliata","30/06/1872","L.","1454_DIARD_1 ; 1454_DIARD_2",,5,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Ancenis Juigné",,"Melica nebrodensis Parlat.",,"Melica ciliata L."
"Diard",128,"Poaceae",2,1455,"Briza","media","17/06/1866","L.","1455_DIARD",,2,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Pont du Cens","Pont du Cens",,,,"Briza media L."
"Diard",128,"Poaceae",2,1456,"Briza","minor","20/06/1869","L.","1456_DIARD",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Briza minor L."
"Diard",128,"Poaceae",3,1458,"Dactylis","glomerata","15/05/1876","L.","1458_DIARD",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Nantes",,"Nantes",,,,"Dactylis glomerata L."
"Diard",128,"Poaceae",4,1459,"Cynosorius","cristatus","20/06/1869","L.","1459_DIARD",,3,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","Chéméré",,"Chemeré",,,,"Cynosorius cristatus L."
"Figureau",128,"Poaceae",4,1460,"Cynosurus","echinatus",22/06/1978,"L.","1460_FIGUREAU",,2,"plante entière + infrutescence","complet","B",56,"Morbihan","Le Palais (Belle-Ile)","Borbadoué","Bordadoué en Belle-Ile en Mer","Banquette de route",,,"Cynosurus echinatus L."
"Diard",128,"Poaceae",5,1461,"Bromus","erectus","15/05/1872","Huds.","1461_(1)_DIARD",,2,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,"les spécimens sont fragmentés en 3 parties","Bromus erectus Huds."
"Diard",128,"Poaceae",5,1461,"Bromus","erectus","23/05/1875","Huds.","1461_(2)_DIARD",,1,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","Ecl. de Quiheix","Entrée du Canal de Brest",,,"le spécimen est fragmenté en 3 parties","Bromus erectus Huds."
"Diard",128,"Poaceae",5,1462,"Bromus","ramosus","31/05/1870","Huds.","1462_(2)_DIARD",,1,"plante entière ","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,"Bromus asper","le spécimen est en 2 parties","Bromus ramosus Huds."
"Diard",128,"Poaceae",5,1462,"Bromus","ramosus","15/07/1869","Huds.","1462_(1)_DIARD",,1,"plante entière sans racine","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,"Bromus asper","le spécimen est fragmenté en 3 parties","Bromus ramosus Huds."
"Diard",128,"Poaceae",5,1463,"Bromus","tectorum","20/06/1869","L.","1463_(1)_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Bromus tectorum L."
"Diard",128,"Poaceae",5,1463,"Bromus","tectorum","12/05/1872","L.","1463_(2)_DIARD",,1,"plante entière + infrutescence","complet","TB",44,"Loire Atlantique","La Chapelle-Basse-Mer","St Simon","St Simon",,,,"Bromus tectorum L."
"Diard",128,"Poaceae",5,1463,"Bromus","tectorum","26/05/1872","L.","1463_(3)_DIARD",,1,"plante entière + infrutescence","complet","TB",44,"Loire-Atlantique","Le Cellier","Clermont-sur-Loire","Clermont",,,,"Bromus tectorum L."
"Diard",128,"Poaceae",5,1464,"Bromus","sterilis","12/06/1870","L.","1464_DIARD_1 ; 1464_DIARD_2",,7,"plante entière + infrutescence","incomplet","B",44,"Loire-Atlantique","Anetz","La Contrie","La Contrie",,,,"Bromus sterilis L."
"Diard",128,"Poaceae",5,1465,"Bromus","rigidus","12/05/1869","Roth.","1465_DIARD",,2,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,"les spécimens sont fragmentés en 3 parties","Bromus rigidus Roth."
"Figureau",128,"Poaceae",5,1465,"Bromus","rigidus",16/06/1981,"Roth.","1465_FIGUREAU",,2,"tige + infrutescence","complet","TB",56,"Morbihan","Sauzon (Belle-Ile)","Port Donnant","Belle-Ile, Port de Donnant (56)","Sables maritimes",,,"Bromus rigidus Roth."
"Diard",128,"Poaceae",5,1466,"Bromus","madritensis","12/06/1870","L.","1466_DIARD",,9,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Anetz","La Contrie","La Contrie",,"Bromus diandrus",,"Bromus madritensis L."
"Diard",128,"Poaceae",5,1467,"Bromus","secalinus","18/07/1871","L.","1467_DIARD",,3,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Malville",,"Malville",,,,"Bromus secalinus L."
"Diard",128,"Poaceae",5,1468,"Bromus","arvensis","30/06/1871","L.","1468_DIARD",,2,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Ancenis",,"Ancenis ",,,"les spécimens sont fragmentés en 4 parties","Bromus arvensis L."
"Diard",128,"Poaceae",5,1469,"Bromus","mollis","17/05/1869","L.","1469_DIARD",,3,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,,"Bromus mollis L."
"Diard",128,"Poaceae",5,1472,"Bromus","molliformis","01/06/1874","L.","1472_DIARD",,6,"plante entière + infrutescence","complet","B",85,"Vendée","Beauvoir-sur-Mer","La Barre-de-Monts","Dunes de la Barre de Mont",,,,"Bromus molliformis L."
"Figureau",128,"Poaceae",5,1472,"Bromus","molliformis",25/05/1978,"L.","1472_FIGUREAU",,9,"plante entière + partie aérienne + infrutescence","complet","TB",44,"Loire-Atlantique","Préfailles",,"Port Meleu en Préfailles (44)","Pelouses des falaises mar.",,,"Bromus molliformis L."
"Diard",128,"Poaceae",5,1473,"Bromus","racemosus","26/05/1872","L.","1473_DIARD",,4,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Le Cellier",,"Le Cellier",,,"les spécimens sont fragmentés en 5 parties","Bromus racemosus L."
"Diard",128,"Poaceae",5,1474,"Bromus","commutatus","31/05/1870","Schrad.","1474_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,"le spécimen est en 2 parties","Bromus commutatus Schrad."
"Diard",128,"Poaceae",6,1476,"Brachypodium","pinnatum","26/07/1868","(L.) Beauv.","1476_DIARD",,5,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,,"Brachypodium pinnatum (L.) Beauv."
"Diard",128,"Poaceae",6,1477,"Brachypodium","sylvaticum","08/07/1872","(Huds.) Beauv.","1477_DIARD",,1,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,,"Brachypodium sylvaticum (Huds.) Beauv."
"Figureau",128,"Poaceae",7,1480,"Glyceria","declinata",13/07/1979,"Bréb.","1480_FIGUREAU",,6,"plante entière + tige + feuille + infrutescence + inflorescence","complet","TB",44,"Loire-Atlantique","Guérande","Les Maisons Brûlées","Les Maisons Brûlées (Clis, 44)","Fossés près des marais salants",,,"Glyceria declinata Bréb."
"Diard",128,"Poaceae",8,1482,"Puccinellia","maritima","25/06/1871","(Huds.) Parl.","1482_DIARD",,2,"plante entière + infrutescence","complet","M",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,"Glyceria maritima var. convoluta Mert. & Koch.",,"Puccinellia maritima (Huds.) Parl."
